word,f_l1,f_l2,f_l3,f_l4,f_l5,,,,
favor,462,1959,191,566,461,,,,
feast,462,1386,929,345,474,,,,
fecal,462,1386,336,911,320,,,,
feign,462,1386,785,347,400,,,,
fella,462,1386,736,609,616,,,,
felon,462,1386,736,566,400,,,,
femme,462,1386,450,334,1098,,,,
femur,462,1386,450,319,461,,,,
fence,462,1386,825,259,1098,,,,
feral,462,1386,1035,911,320,,,,
ferry,462,1386,1035,567,937,,,,
fetal,462,1386,505,911,320,,,,
fetch,462,1386,505,259,231,,,,
fetid,462,1386,505,722,705,,,,
fetus,462,1386,505,319,3922,,,,
fever,462,1386,191,2009,461,,,,
fewer,462,1386,245,2009,461,,,,
fiber,462,1181,278,2009,461,,,,
fibre,462,1181,278,567,1098,,,,
ficus,462,1181,336,319,3922,,,,
field,462,1181,705,609,705,,,,
fiend,462,1181,705,606,705,,,,
fiery,462,1181,705,567,937,,,,
fifth,462,1181,153,759,231,,,,
fifty,462,1181,153,759,937,,,,
fight,462,1181,297,207,474,,,,
filer,462,1181,736,2009,461,,,,
filet,462,1181,736,2009,474,,,,
filly,462,1181,736,609,937,,,,
filmy,462,1181,736,334,937,,,,
filth,462,1181,736,759,231,,,,
final,462,1181,825,911,320,,,,
finch,462,1181,825,259,231,,,,
finer,462,1181,825,2009,461,,,,
first,462,1181,1035,345,474,,,,
fishy,462,1181,453,207,937,,,,
fixer,462,1181,121,2009,461,,,,
fizzy,462,1181,131,106,937,,,,
fjord,462,9,749,567,705,,,,
flack,462,498,929,259,146,,,,
flail,462,498,929,722,320,,,,
flair,462,498,929,722,461,,,,
flake,462,498,929,448,1098,,,,
flaky,462,498,929,448,937,,,,
flame,462,498,929,334,1098,,,,
flank,462,498,929,606,146,,,,
flare,462,498,929,567,1098,,,,
flash,462,498,929,345,231,,,,
flask,462,498,929,345,146,,,,
fleck,462,498,705,259,146,,,,
fleet,462,498,705,2009,474,,,,
flesh,462,498,705,345,231,,,,
flick,462,498,785,259,146,,,,
flier,462,498,785,2009,461,,,,
fling,462,498,785,606,102,,,,
flint,462,498,785,606,474,,,,
flirt,462,498,785,567,474,,,,
float,462,498,749,911,474,,,,
flock,462,498,749,259,146,,,,
flood,462,498,749,566,705,,,,
floor,462,498,749,566,461,,,,
flora,462,498,749,567,616,,,,
floss,462,498,749,345,3922,,,,
flour,462,498,749,319,461,,,,
flout,462,498,749,319,474,,,,
flown,462,498,749,103,400,,,,
fluff,462,498,502,198,56,,,,
fluid,462,498,502,722,705,,,,
fluke,462,498,502,448,1098,,,,
flume,462,498,502,334,1098,,,,
flung,462,498,502,606,102,,,,
flunk,462,498,502,606,146,,,,
flush,462,498,502,345,231,,,,
flute,462,498,502,759,1098,,,,
flyer,462,498,184,2009,461,,,,
foamy,462,1817,929,334,937,,,,
focal,462,1817,336,911,320,,,,
focus,462,1817,336,319,3922,,,,
foggy,462,1817,297,347,937,,,,
foist,462,1817,785,345,474,,,,
folio,462,1817,736,722,331,,,,
folly,462,1817,736,609,937,,,,
foray,462,1817,1035,911,937,,,,
force,462,1817,1035,259,1098,,,,
forge,462,1817,1035,347,1098,,,,
forgo,462,1817,1035,347,331,,,,
forte,462,1817,1035,759,1098,,,,
forth,462,1817,1035,759,231,,,,
forty,462,1817,1035,759,937,,,,
forum,462,1817,1035,319,140,,,,
found,462,1817,502,606,705,,,,
foyer,462,1817,184,2009,461,,,,
frail,462,673,929,722,320,,,,
frame,462,673,929,334,1098,,,,
frank,462,673,929,606,146,,,,
fraud,462,673,929,319,705,,,,
freak,462,673,705,911,146,,,,
freed,462,673,705,2009,705,,,,
freer,462,673,705,2009,461,,,,
fresh,462,673,705,345,231,,,,
friar,462,673,785,911,461,,,,
fried,462,673,785,2009,705,,,,
frill,462,673,785,609,320,,,,
frisk,462,673,785,345,146,,,,
fritz,462,673,785,759,28,,,,
frock,462,673,749,259,146,,,,
frond,462,673,749,606,705,,,,
front,462,673,749,606,474,,,,
frost,462,673,749,345,474,,,,
froth,462,673,749,759,231,,,,
frown,462,673,749,103,400,,,,
froze,462,673,749,106,1098,,,,
fruit,462,673,502,722,474,,,,
fudge,462,1001,315,347,1098,,,,
fugue,462,1001,297,319,1098,,,,
fully,462,1001,736,609,937,,,,
fungi,462,1001,825,347,269,,,,
funky,462,1001,825,448,937,,,,
funny,462,1001,825,606,937,,,,
furor,462,1001,1035,566,461,,,,
furry,462,1001,1035,567,937,,,,
fussy,462,1001,453,345,937,,,,
fuzzy,462,1001,131,106,937,,,,
gaffe,523,1959,153,198,1098,,,,
gaily,523,1959,785,609,937,,,,
gamer,523,1959,450,2009,461,,,,
gamma,523,1959,450,334,616,,,,
gamut,523,1959,450,319,474,,,,
gassy,523,1959,453,345,937,,,,
gaudy,523,1959,502,402,937,,,,
gauge,523,1959,502,347,1098,,,,
gaunt,523,1959,502,606,474,,,,
gauze,523,1959,502,106,1098,,,,
gavel,523,1959,191,2009,320,,,,
gawky,523,1959,245,448,937,,,,
gayer,523,1959,184,2009,461,,,,
gayly,523,1959,184,609,937,,,,
gazer,523,1959,131,2009,461,,,,
gecko,523,1386,336,448,331,,,,
geeky,523,1386,705,448,937,,,,
geese,523,1386,705,345,1098,,,,
genie,523,1386,825,722,1098,,,,
genre,523,1386,825,567,1098,,,,
ghost,523,402,749,345,474,,,,
ghoul,523,402,749,319,320,,,,
giant,523,1181,929,606,474,,,,
giddy,523,1181,315,402,937,,,,
gipsy,523,1181,306,345,937,,,,
girly,523,1181,1035,609,937,,,,
girth,523,1181,1035,759,231,,,,
given,523,1181,191,2009,400,,,,
giver,523,1181,191,2009,461,,,,
glade,523,498,929,402,1098,,,,
gland,523,498,929,606,705,,,,
glare,523,498,929,567,1098,,,,
glass,523,498,929,345,3922,,,,
glaze,523,498,929,106,1098,,,,
gleam,523,498,705,911,140,,,,
glean,523,498,705,911,400,,,,
glide,523,498,785,402,1098,,,,
glint,523,498,785,606,474,,,,
gloat,523,498,749,911,474,,,,
globe,523,498,749,219,1098,,,,
gloom,523,498,749,566,140,,,,
glory,523,498,749,567,937,,,,
gloss,523,498,749,345,3922,,,,
glove,523,498,749,110,1098,,,,
glyph,523,498,184,368,231,,,,
gnash,523,258,929,345,231,,,,
gnome,523,258,749,334,1098,,,,
godly,523,1817,315,609,937,,,,
going,523,1817,785,606,102,,,,
golem,523,1817,736,2009,140,,,,
golly,523,1817,736,609,937,,,,
gonad,523,1817,825,911,705,,,,
goner,523,1817,825,2009,461,,,,
goody,523,1817,749,402,937,,,,
gooey,523,1817,749,2009,937,,,,
goofy,523,1817,749,198,937,,,,
goose,523,1817,749,345,1098,,,,
gorge,523,1817,1035,347,1098,,,,
gouge,523,1817,502,347,1098,,,,
gourd,523,1817,502,567,705,,,,
grace,523,673,929,259,1098,,,,
grade,523,673,929,402,1098,,,,
graft,523,673,929,198,474,,,,
grail,523,673,929,722,320,,,,
grain,523,673,929,722,400,,,,
grand,523,673,929,606,705,,,,
grant,523,673,929,606,474,,,,
grape,523,673,929,368,1098,,,,
graph,523,673,929,368,231,,,,
grasp,523,673,929,345,91,,,,
grass,523,673,929,345,3922,,,,
grate,523,673,929,759,1098,,,,
grave,523,673,929,110,1098,,,,
gravy,523,673,929,110,937,,,,
graze,523,673,929,106,1098,,,,
great,523,673,705,911,474,,,,
greed,523,673,705,2009,705,,,,
green,523,673,705,2009,400,,,,
greet,523,673,705,2009,474,,,,
grief,523,673,785,2009,56,,,,
grill,523,673,785,609,320,,,,
grime,523,673,785,334,1098,,,,
grimy,523,673,785,334,937,,,,
grind,523,673,785,606,705,,,,
gripe,523,673,785,368,1098,,,,
groan,523,673,749,911,400,,,,
groin,523,673,749,722,400,,,,
groom,523,673,749,566,140,,,,
grope,523,673,749,368,1098,,,,
gross,523,673,749,345,3922,,,,
group,523,673,749,319,91,,,,
grout,523,673,749,319,474,,,,
grove,523,673,749,110,1098,,,,
growl,523,673,749,103,320,,,,
grown,523,673,749,103,400,,,,
gruel,523,673,502,2009,320,,,,
gruff,523,673,502,198,56,,,,
grunt,523,673,502,606,474,,,,
guard,523,1001,929,567,705,,,,
guava,523,1001,929,110,616,,,,
guess,523,1001,705,345,3922,,,,
guest,523,1001,705,345,474,,,,
guide,523,1001,785,402,1098,,,,
guild,523,1001,785,609,705,,,,
guile,523,1001,785,609,1098,,,,
guilt,523,1001,785,609,474,,,,
guise,523,1001,785,345,1098,,,,
gulch,523,1001,736,259,231,,,,
gully,523,1001,736,609,937,,,,
gumbo,523,1001,450,219,331,,,,
gummy,523,1001,450,334,937,,,,
guppy,523,1001,306,368,937,,,,
gusto,523,1001,453,759,331,,,,
gusty,523,1001,453,759,937,,,,
gypsy,523,248,306,345,937,,,,
habit,420,1959,278,722,474,,,,
hairy,420,1959,785,567,937,,,,
halve,420,1959,736,110,1098,,,,
handy,420,1959,825,402,937,,,,
happy,420,1959,306,368,937,,,,
hardy,420,1959,1035,402,937,,,,
harem,420,1959,1035,2009,140,,,,
harpy,420,1959,1035,368,937,,,,
harry,420,1959,1035,567,937,,,,
harsh,420,1959,1035,345,231,,,,
haste,420,1959,453,759,1098,,,,
hasty,420,1959,453,759,937,,,,
hatch,420,1959,505,259,231,,,,
hater,420,1959,505,2009,461,,,,
haunt,420,1959,502,606,474,,,,
haute,420,1959,502,759,1098,,,,
haven,420,1959,191,2009,400,,,,
havoc,420,1959,191,566,96,,,,
hazel,420,1959,131,2009,320,,,,
heady,420,1386,929,402,937,,,,
heard,420,1386,929,567,705,,,,
heart,420,1386,929,567,474,,,,
heath,420,1386,929,759,231,,,,
heave,420,1386,929,110,1098,,,,
heavy,420,1386,929,110,937,,,,
hedge,420,1386,315,347,1098,,,,
hefty,420,1386,153,759,937,,,,
heist,420,1386,785,345,474,,,,
helix,420,1386,736,722,62,,,,
hello,420,1386,736,609,331,,,,
hence,420,1386,825,259,1098,,,,
heron,420,1386,1035,566,400,,,,
hilly,420,1181,736,609,937,,,,
hinge,420,1181,825,347,1098,,,,
hippo,420,1181,306,368,331,,,,
hippy,420,1181,306,368,937,,,,
hitch,420,1181,505,259,231,,,,
hoard,420,1817,929,567,705,,,,
hobby,420,1817,278,219,937,,,,
hoist,420,1817,785,345,474,,,,
holly,420,1817,736,609,937,,,,
homer,420,1817,450,2009,461,,,,
honey,420,1817,825,2009,937,,,,
honor,420,1817,825,566,461,,,,
horde,420,1817,1035,402,1098,,,,
horny,420,1817,1035,606,937,,,,
horse,420,1817,1035,345,1098,,,,
hotel,420,1817,505,2009,320,,,,
hotly,420,1817,505,609,937,,,,
hound,420,1817,502,606,705,,,,
house,420,1817,502,345,1098,,,,
hovel,420,1817,191,2009,320,,,,
hover,420,1817,191,2009,461,,,,
howdy,420,1817,245,402,937,,,,
human,420,1001,450,911,400,,,,
humid,420,1001,450,722,705,,,,
humor,420,1001,450,566,461,,,,
humph,420,1001,450,368,231,,,,
humus,420,1001,450,319,3922,,,,
hunch,420,1001,825,259,231,,,,
hunky,420,1001,825,448,937,,,,
hurry,420,1001,1035,567,937,,,,
husky,420,1001,453,448,937,,,,
hussy,420,1001,453,345,937,,,,
hutch,420,1001,505,259,231,,,,
hydro,420,248,315,567,331,,,,
hyena,420,248,705,606,616,,,,
hymen,420,248,450,2009,400,,,,
hyper,420,248,306,2009,461,,,,
icily,131,136,785,609,937,,,,
icing,131,136,785,606,102,,,,
ideal,131,64,705,911,320,,,,
idiom,131,64,785,566,140,,,,
idiot,131,64,785,566,474,,,,
idler,131,64,736,2009,461,,,,
idyll,131,64,184,609,320,,,,
igloo,131,64,736,566,331,,,,
iliac,131,498,785,911,96,,,,
image,131,150,929,347,1098,,,,
imbue,131,150,278,319,1098,,,,
impel,131,150,306,2009,320,,,,
imply,131,150,306,609,937,,,,
inane,131,258,929,606,1098,,,,
inbox,131,258,278,566,62,,,,
incur,131,258,336,319,461,,,,
index,131,258,315,2009,62,,,,
inept,131,258,705,368,474,,,,
inert,131,258,705,567,474,,,,
infer,131,258,153,2009,461,,,,
ingot,131,258,297,566,474,,,,
inlay,131,258,736,911,937,,,,
inlet,131,258,736,2009,474,,,,
inner,131,258,825,2009,461,,,,
input,131,258,306,319,474,,,,
inter,131,258,505,2009,461,,,,
intro,131,258,505,567,331,,,,
ionic,131,1817,825,722,96,,,,
irate,131,673,929,759,1098,,,,
irony,131,673,749,606,937,,,,
islet,131,77,736,2009,474,,,,
issue,131,77,453,319,1098,,,,
itchy,131,162,336,207,937,,,,
ivory,131,37,749,567,937,,,,
jaunt,182,1959,502,606,474,,,,
jazzy,182,1959,131,106,937,,,,
jelly,182,1386,736,609,937,,,,
jerky,182,1386,1035,448,937,,,,
jetty,182,1386,505,759,937,,,,
jewel,182,1386,245,2009,320,,,,
jiffy,182,1181,153,198,937,,,,
joint,182,1817,785,606,474,,,,
joist,182,1817,785,345,474,,,,
joker,182,1817,260,2009,461,,,,
jolly,182,1817,736,609,937,,,,
joust,182,1817,502,345,474,,,,
judge,182,1001,315,347,1098,,,,
juice,182,1001,785,259,1098,,,,
juicy,182,1001,785,259,937,,,,
jumbo,182,1001,450,219,331,,,,
jumpy,182,1001,450,368,937,,,,
junta,182,1001,825,759,616,,,,
junto,182,1001,825,759,331,,,,
juror,182,1001,1035,566,461,,,,
kappa,356,1959,306,368,616,,,,
karma,356,1959,1035,334,616,,,,
kayak,356,1959,184,911,146,,,,
kebab,356,1386,278,911,48,,,,
khaki,356,402,929,448,269,,,,
kinky,356,1181,825,448,937,,,,
kiosk,356,1181,749,345,146,,,,
kitty,356,1181,505,759,937,,,,
knack,356,258,929,259,146,,,,
knave,356,258,929,110,1098,,,,
knead,356,258,705,911,705,,,,
kneed,356,258,705,2009,705,,,,
kneel,356,258,705,2009,320,,,,
knelt,356,258,705,609,474,,,,
knife,356,258,785,198,1098,,,,
knock,356,258,749,259,146,,,,
knoll,356,258,749,609,320,,,,
known,356,258,749,103,400,,,,
koala,356,1817,929,609,616,,,,
krill,356,673,785,609,320,,,,
label,489,1959,278,2009,320,,,,
labor,489,1959,278,566,461,,,,
laden,489,1959,315,2009,400,,,,
ladle,489,1959,315,609,1098,,,,
lager,489,1959,297,2009,461,,,,
lance,489,1959,825,259,1098,,,,
lanky,489,1959,825,448,937,,,,
lapel,489,1959,306,2009,320,,,,
lapse,489,1959,306,345,1098,,,,
large,489,1959,1035,347,1098,,,,
larva,489,1959,1035,110,616,,,,
lasso,489,1959,453,345,331,,,,
latch,489,1959,505,259,231,,,,
later,489,1959,505,2009,461,,,,
lathe,489,1959,505,207,1098,,,,
latte,489,1959,505,759,1098,,,,
laugh,489,1959,502,347,231,,,,
layer,489,1959,184,2009,461,,,,
leach,489,1386,929,259,231,,,,
leafy,489,1386,929,198,937,,,,
leaky,489,1386,929,448,937,,,,
leant,489,1386,929,606,474,,,,
leapt,489,1386,929,368,474,,,,
learn,489,1386,929,567,400,,,,
lease,489,1386,929,345,1098,,,,
leash,489,1386,929,345,231,,,,
least,489,1386,929,345,474,,,,
leave,489,1386,929,110,1098,,,,
ledge,489,1386,315,347,1098,,,,
leech,489,1386,705,259,231,,,,
leery,489,1386,705,567,937,,,,
lefty,489,1386,153,759,937,,,,
legal,489,1386,297,911,320,,,,
leggy,489,1386,297,347,937,,,,
lemon,489,1386,450,566,400,,,,
lemur,489,1386,450,319,461,,,,
leper,489,1386,306,2009,461,,,,
level,489,1386,191,2009,320,,,,
lever,489,1386,191,2009,461,,,,
libel,489,1181,278,2009,320,,,,
liege,489,1181,705,347,1098,,,,
light,489,1181,297,207,474,,,,
liken,489,1181,260,2009,400,,,,
lilac,489,1181,736,911,96,,,,
limbo,489,1181,450,219,331,,,,
limit,489,1181,450,722,474,,,,
linen,489,1181,825,2009,400,,,,
liner,489,1181,825,2009,461,,,,
lingo,489,1181,825,347,331,,,,
lipid,489,1181,306,722,705,,,,
lithe,489,1181,505,207,1098,,,,
liver,489,1181,191,2009,461,,,,
livid,489,1181,191,722,705,,,,
llama,489,498,929,334,616,,,,
loamy,489,1817,929,334,937,,,,
loath,489,1817,929,759,231,,,,
lobby,489,1817,278,219,937,,,,
local,489,1817,336,911,320,,,,
locus,489,1817,336,319,3922,,,,
lodge,489,1817,315,347,1098,,,,
lofty,489,1817,153,759,937,,,,
logic,489,1817,297,722,96,,,,
login,489,1817,297,722,400,,,,
loopy,489,1817,749,368,937,,,,
loose,489,1817,749,345,1098,,,,
lorry,489,1817,1035,567,937,,,,
loser,489,1817,453,2009,461,,,,
louse,489,1817,502,345,1098,,,,
lousy,489,1817,502,345,937,,,,
lover,489,1817,191,2009,461,,,,
lower,489,1817,245,2009,461,,,,
lowly,489,1817,245,609,937,,,,
loyal,489,1817,184,911,320,,,,
lucid,489,1001,336,722,705,,,,
lucky,489,1001,336,448,937,,,,
lumen,489,1001,450,2009,400,,,,
lumpy,489,1001,450,368,937,,,,
lunar,489,1001,825,911,461,,,,
lunch,489,1001,825,259,231,,,,
lunge,489,1001,825,347,1098,,,,
lupus,489,1001,306,319,3922,,,,
lurch,489,1001,1035,259,231,,,,
lurid,489,1001,1035,722,705,,,,
lusty,489,1001,453,759,937,,,,
lying,489,248,785,606,102,,,,
lymph,489,248,450,368,231,,,,
lynch,489,248,825,259,231,,,,
lyric,489,248,1035,722,96,,,,
macaw,586,1959,336,911,47,,,,
macho,586,1959,336,207,331,,,,
macro,586,1959,336,567,331,,,,
madam,586,1959,315,911,140,,,,
madly,586,1959,315,609,937,,,,
mafia,586,1959,153,722,616,,,,
magic,586,1959,297,722,96,,,,
magma,586,1959,297,334,616,,,,
maize,586,1959,785,106,1098,,,,
major,586,1959,43,566,461,,,,
maker,586,1959,260,2009,461,,,,
mambo,586,1959,450,219,331,,,,
mamma,586,1959,450,334,616,,,,
mammy,586,1959,450,334,937,,,,
manga,586,1959,825,347,616,,,,
mange,586,1959,825,347,1098,,,,
mango,586,1959,825,347,331,,,,
mangy,586,1959,825,347,937,,,,
mania,586,1959,825,722,616,,,,
manic,586,1959,825,722,96,,,,
manly,586,1959,825,609,937,,,,
manor,586,1959,825,566,461,,,,
maple,586,1959,306,609,1098,,,,
march,586,1959,1035,259,231,,,,
marry,586,1959,1035,567,937,,,,
marsh,586,1959,1035,345,231,,,,
mason,586,1959,453,566,400,,,,
masse,586,1959,453,345,1098,,,,
match,586,1959,505,259,231,,,,
matey,586,1959,505,2009,937,,,,
mauve,586,1959,502,110,1098,,,,
maxim,586,1959,121,722,140,,,,
maybe,586,1959,184,219,1098,,,,
mayor,586,1959,184,566,461,,,,
mealy,586,1386,929,609,937,,,,
meant,586,1386,929,606,474,,,,
meaty,586,1386,929,759,937,,,,
mecca,586,1386,336,259,616,,,,
medal,586,1386,315,911,320,,,,
media,586,1386,315,722,616,,,,
medic,586,1386,315,722,96,,,,
melee,586,1386,736,2009,1098,,,,
melon,586,1386,736,566,400,,,,
mercy,586,1386,1035,259,937,,,,
merge,586,1386,1035,347,1098,,,,
merit,586,1386,1035,722,474,,,,
merry,586,1386,1035,567,937,,,,
metal,586,1386,505,911,320,,,,
meter,586,1386,505,2009,461,,,,
metro,586,1386,505,567,331,,,,
micro,586,1181,336,567,331,,,,
midge,586,1181,315,347,1098,,,,
midst,586,1181,315,345,474,,,,
might,586,1181,297,207,474,,,,
milky,586,1181,736,448,937,,,,
mimic,586,1181,450,722,96,,,,
mince,586,1181,825,259,1098,,,,
miner,586,1181,825,2009,461,,,,
minim,586,1181,825,722,140,,,,
minor,586,1181,825,566,461,,,,
minty,586,1181,825,759,937,,,,
minus,586,1181,825,319,3922,,,,
mirth,586,1181,1035,759,231,,,,
miser,586,1181,453,2009,461,,,,
missy,586,1181,453,345,937,,,,
mocha,586,1817,336,207,616,,,,
modal,586,1817,315,911,320,,,,
model,586,1817,315,2009,320,,,,
modem,586,1817,315,2009,140,,,,
mogul,586,1817,297,319,320,,,,
moist,586,1817,785,345,474,,,,
molar,586,1817,736,911,461,,,,
moldy,586,1817,736,402,937,,,,
money,586,1817,825,2009,937,,,,
month,586,1817,825,759,231,,,,
moody,586,1817,749,402,937,,,,
moose,586,1817,749,345,1098,,,,
moral,586,1817,1035,911,320,,,,
moron,586,1817,1035,566,400,,,,
morph,586,1817,1035,368,231,,,,
mossy,586,1817,453,345,937,,,,
motel,586,1817,505,2009,320,,,,
motif,586,1817,505,722,56,,,,
motor,586,1817,505,566,461,,,,
motto,586,1817,505,759,331,,,,
moult,586,1817,502,609,474,,,,
mound,586,1817,502,606,705,,,,
mount,586,1817,502,606,474,,,,
mourn,586,1817,502,567,400,,,,
mouse,586,1817,502,345,1098,,,,
mouth,586,1817,502,759,231,,,,
mover,586,1817,191,2009,461,,,,
movie,586,1817,191,722,1098,,,,
mower,586,1817,245,2009,461,,,,
mucky,586,1001,336,448,937,,,,
mucus,586,1001,336,319,3922,,,,
muddy,586,1001,315,402,937,,,,
mulch,586,1001,736,259,231,,,,
mummy,586,1001,450,334,937,,,,
munch,586,1001,825,259,231,,,,
mural,586,1001,1035,911,320,,,,
murky,586,1001,1035,448,937,,,,
mushy,586,1001,453,207,937,,,,
music,586,1001,453,722,96,,,,
musky,586,1001,453,448,937,,,,
musty,586,1001,453,759,937,,,,
myrrh,586,248,1035,567,231,,,,
nadir,288,1959,315,722,461,,,,
naive,288,1959,785,110,1098,,,,
nanny,288,1959,825,606,937,,,,
nasal,288,1959,453,911,320,,,,
nasty,288,1959,453,759,937,,,,
natal,288,1959,505,911,320,,,,
naval,288,1959,191,911,320,,,,
navel,288,1959,191,2009,320,,,,
needy,288,1386,705,402,937,,,,
neigh,288,1386,785,347,231,,,,
nerdy,288,1386,1035,402,937,,,,
nerve,288,1386,1035,110,1098,,,,
never,288,1386,191,2009,461,,,,
newer,288,1386,245,2009,461,,,,
newly,288,1386,245,609,937,,,,
nicer,288,1181,336,2009,461,,,,
niche,288,1181,336,207,1098,,,,
niece,288,1181,705,259,1098,,,,
night,288,1181,297,207,474,,,,
ninja,288,1181,825,27,616,,,,
ninny,288,1181,825,606,937,,,,
ninth,288,1181,825,759,231,,,,
noble,288,1817,278,609,1098,,,,
nobly,288,1817,278,609,937,,,,
noise,288,1817,785,345,1098,,,,
noisy,288,1817,785,345,937,,,,
nomad,288,1817,450,911,705,,,,
noose,288,1817,749,345,1098,,,,
north,288,1817,1035,759,231,,,,
nosey,288,1817,453,2009,937,,,,
notch,288,1817,505,259,231,,,,
novel,288,1817,191,2009,320,,,,
nudge,288,1001,315,347,1098,,,,
nurse,288,1001,1035,345,1098,,,,
nutty,288,1001,505,759,937,,,,
nylon,288,248,736,566,400,,,,
nymph,288,248,450,368,231,,,,
oaken,221,1959,260,2009,400,,,,
obese,221,65,705,345,1098,,,,
occur,221,136,336,319,461,,,,
ocean,221,136,705,911,400,,,,
octal,221,136,505,911,320,,,,
octet,221,136,505,2009,474,,,,
odder,221,64,315,2009,461,,,,
oddly,221,64,315,609,937,,,,
offal,221,16,153,911,320,,,,
offer,221,16,153,2009,461,,,,
often,221,16,505,2009,400,,,,
olden,221,498,315,2009,400,,,,
older,221,498,315,2009,461,,,,
olive,221,498,785,110,1098,,,,
ombre,221,150,278,567,1098,,,,
omega,221,150,705,347,616,,,,
onion,221,258,785,566,400,,,,
onset,221,258,453,2009,474,,,,
opera,221,170,705,567,616,,,,
opine,221,170,785,606,1098,,,,
opium,221,170,785,319,140,,,,
optic,221,170,505,722,96,,,,
orbit,221,673,278,722,474,,,,
order,221,673,315,2009,461,,,,
organ,221,673,297,911,400,,,,
other,221,162,111,2009,461,,,,
otter,221,162,505,2009,461,,,,
ought,221,1001,297,207,474,,,,
ounce,221,1001,825,259,1098,,,,
outdo,221,1001,505,402,331,,,,
outer,221,1001,505,2009,461,,,,
outgo,221,1001,505,347,331,,,,
ovary,221,37,929,567,937,,,,
ovate,221,37,929,759,1098,,,,
overt,221,37,705,567,474,,,,
ovine,221,37,785,606,1098,,,,
ovoid,221,37,749,722,705,,,,
owing,221,119,785,606,102,,,,
owner,221,119,825,2009,461,,,,
oxide,221,43,785,402,1098,,,,
ozone,221,27,749,606,1098,,,,
paddy,717,1959,315,402,937,,,,
pagan,717,1959,297,911,400,,,,
paint,717,1959,785,606,474,,,,
paler,717,1959,736,2009,461,,,,
palsy,717,1959,736,345,937,,,,
panel,717,1959,825,2009,320,,,,
panic,717,1959,825,722,96,,,,
pansy,717,1959,825,345,937,,,,
papal,717,1959,306,911,320,,,,
paper,717,1959,306,2009,461,,,,
parer,717,1959,1035,2009,461,,,,
parka,717,1959,1035,448,616,,,,
parry,717,1959,1035,567,937,,,,
parse,717,1959,1035,345,1098,,,,
party,717,1959,1035,759,937,,,,
pasta,717,1959,453,759,616,,,,
paste,717,1959,453,759,1098,,,,
pasty,717,1959,453,759,937,,,,
patch,717,1959,505,259,231,,,,
patio,717,1959,505,722,331,,,,
patsy,717,1959,505,345,937,,,,
patty,717,1959,505,759,937,,,,
pause,717,1959,502,345,1098,,,,
payee,717,1959,184,2009,1098,,,,
payer,717,1959,184,2009,461,,,,
peace,717,1386,929,259,1098,,,,
peach,717,1386,929,259,231,,,,
pearl,717,1386,929,567,320,,,,
pecan,717,1386,336,911,400,,,,
pedal,717,1386,315,911,320,,,,
penal,717,1386,825,911,320,,,,
pence,717,1386,825,259,1098,,,,
penne,717,1386,825,606,1098,,,,
penny,717,1386,825,606,937,,,,
perch,717,1386,1035,259,231,,,,
peril,717,1386,1035,722,320,,,,
perky,717,1386,1035,448,937,,,,
pesky,717,1386,453,448,937,,,,
pesto,717,1386,453,759,331,,,,
petal,717,1386,505,911,320,,,,
petty,717,1386,505,759,937,,,,
phase,717,402,929,345,1098,,,,
phone,717,402,749,606,1098,,,,
phony,717,402,749,606,937,,,,
photo,717,402,749,759,331,,,,
piano,717,1181,929,606,331,,,,
picky,717,1181,336,448,937,,,,
piece,717,1181,705,259,1098,,,,
piety,717,1181,705,759,937,,,,
piggy,717,1181,297,347,937,,,,
pilot,717,1181,736,566,474,,,,
pinch,717,1181,825,259,231,,,,
piney,717,1181,825,2009,937,,,,
pinky,717,1181,825,448,937,,,,
pinto,717,1181,825,759,331,,,,
piper,717,1181,306,2009,461,,,,
pique,717,1181,12,319,1098,,,,
pitch,717,1181,505,259,231,,,,
pithy,717,1181,505,207,937,,,,
pivot,717,1181,191,566,474,,,,
pixel,717,1181,121,2009,320,,,,
pixie,717,1181,121,722,1098,,,,
pizza,717,1181,131,106,616,,,,
place,717,498,929,259,1098,,,,
plaid,717,498,929,722,705,,,,
plain,717,498,929,722,400,,,,
plait,717,498,929,722,474,,,,
plane,717,498,929,606,1098,,,,
plank,717,498,929,606,146,,,,
plant,717,498,929,606,474,,,,
plate,717,498,929,759,1098,,,,
plaza,717,498,929,106,616,,,,
plead,717,498,705,911,705,,,,
pleat,717,498,705,911,474,,,,
plied,717,498,785,2009,705,,,,
plier,717,498,785,2009,461,,,,
pluck,717,498,502,259,146,,,,
plumb,717,498,502,334,48,,,,
plume,717,498,502,334,1098,,,,
plump,717,498,502,334,91,,,,
plunk,717,498,502,606,146,,,,
plush,717,498,502,345,231,,,,
poesy,717,1817,705,345,937,,,,
point,717,1817,785,606,474,,,,
poise,717,1817,785,345,1098,,,,
poker,717,1817,260,2009,461,,,,
polar,717,1817,736,911,461,,,,
polka,717,1817,736,448,616,,,,
polyp,717,1817,736,105,91,,,,
pooch,717,1817,749,259,231,,,,
poppy,717,1817,306,368,937,,,,
porch,717,1817,1035,259,231,,,,
poser,717,1817,453,2009,461,,,,
posit,717,1817,453,722,474,,,,
posse,717,1817,453,345,1098,,,,
pouch,717,1817,502,259,231,,,,
pound,717,1817,502,606,705,,,,
pouty,717,1817,502,759,937,,,,
power,717,1817,245,2009,461,,,,
prank,717,673,929,606,146,,,,
prawn,717,673,929,103,400,,,,
